database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
PDB,17,bpRNA_PDB_17,23,((((...............)))),0.5,1.0,0.6666666666666666,0.04333319499710342
SPR,570,tdbR00000279,76,(((((((..((((........)))).......................(((((.......))))))))))))....,0.7619047619047619,1.0,0.8648648648648648,50.60326782700213
SPR,461,tdbR00000091,76,((((.....((((........)))).(((((.......))))).....(((((.......)))))...))))....,0.9,1.0,0.9473684210526316,81.45540885399896
SPR,585,tdbR00000225,87,(((((((..(((...........))).(((((.......)))))...............(((((.......))))))))))))....,1.0,1.0,1.0,185.87195931700262
SPR,247,tdbR00000500,78,((((((((((.....)))(((...))).(((((.......))))).....(((((.......))))))))))))....,0.9,0.6923076923076923,0.7826086956521738,95.42872877699847
SPR,37,tdbR00000553,74,.(((.(((((((.........)))......................(((((.......)))))...))))))).,0.5789473684210527,0.6875,0.6285714285714286,108.03165876699859
PDB,191,bpRNA_PDB_191,20,(((((((......))))))),0.875,1.0,0.9333333333333333,0.03245903700008057
PDB,197,bpRNA_PDB_197,19,((((((((...)))))))),1.0,0.6666666666666666,0.8,0.027019944001949625
SPR,489,tdbR00000224,85,(((((((..(((.........))).(((((.......))))).......(((.....)))..............)))))))....,0.75,0.7894736842105263,0.7692307692307692,180.30642480499955
PDB,636,bpRNA_PDB_636,93,(((...........(((...((.....))((......)))..)).((((....)))))))..((((......)))).................,0.20588235294117646,0.5833333333333334,0.3043478260869565,265.1311117519981
PDB,353,bpRNA_PDB_353,111,......(((((..(((((.((((.....))))...........(((.....((((((((((....))).))))))))))............))))).........))))).,0.4166666666666667,0.6,0.49180327868852464,944.2102169410027
SPR,185,tdbR00000390,90,(((((((.((((...))))........(((((.......))))).((((.(((....)))).(((((.......))))))))))))))).,0.85,0.4722222222222222,0.6071428571428571,311.19886982200114
SPR,480,tdbR00000262,86,.(((((....(((...........))).(((((.......))))).(((....)))..(((((.......)))))..)))))....,0.8571428571428571,0.75,0.7999999999999999,175.97306670800026
PDB,491,bpRNA_PDB_491,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.4166666666666667,0.7142857142857143,0.5263157894736842,219.70944347300247
SPR,168,tdbR00000118,76,(((((((..((((........)))).(((((...((......)))))))((((.......)))).)))))))....,0.7619047619047619,0.6956521739130435,0.7272727272727272,58.73025250000137
PDB,564,bpRNA_PDB_564,67,((((((.....((((((.......)))))).........(((...)))...))))))..........,0.2857142857142857,1.0,0.4444444444444445,25.17527405600049
PDB,403,bpRNA_PDB_403,108,.((((........)))).........(((((...))))).........(((((((.....((((((.....))))))........................))))))),0.391304347826087,1.0,0.5625,653.8392293590005
PDB,433,bpRNA_PDB_433,20,(((((((......))))))),0.875,1.0,0.9333333333333333,0.061796846999641275
SPR,222,tdbR00000447,78,(((((((.......((((.....))))(((((((........))))))).(((((.......))))))))))))....,0.75,0.5769230769230769,0.6521739130434783,117.00340683399918
PDB,532,bpRNA_PDB_532,28,..(((((......)))))..........,0.625,1.0,0.7692307692307693,0.06751049599915859
SPR,177,tdbR00000221,87,..((((...(((...........))).....)))).((((.....((((....))))..(((((.......)))))......)))).,0.45,0.3333333333333333,0.3829787234042553,239.29600880699945
PDB,62,bpRNA_PDB_62,27,.......((((....))))........,0.36363636363636365,1.0,0.5333333333333333,0.07173372500255937
PDB,12,bpRNA_PDB_12,29,((((((((.((((....)))))))))))),1.0,0.6428571428571429,0.782608695652174,0.08493231900501996
PDB,661,bpRNA_PDB_661,18,(((((((....))))))),1.0,1.0,1.0,0.066231748998689
SPR,201,tdbR00000534,75,(((((((...(((.......)))..(((((.......)))))......((((.......)))).)))))))....,0.9047619047619048,1.0,0.9500000000000001,56.91458799099928
PDB,129,bpRNA_PDB_129,22,((((..(((....)))..)))),0.7,1.0,0.8235294117647058,0.046439973993983585
SPR,459,tdbR00000557,78,(((((((..(((............))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,72.084224360995
PDB,49,bpRNA_PDB_49,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.04345170399756171
SPR,512,tdbR00000249,85,(((((....(((...........))).(((((.......))))).............(((((.......)))))..)))))....,0.8571428571428571,1.0,0.923076923076923,120.88511724300042
SPR,112,tdbR00000411,85,(((......)))..........(((((.................((((...))))..(((((.......))))).....))))).,0.47619047619047616,0.47619047619047616,0.47619047619047616,113.60128759799409
SPR,110,tdbR00000412,84,...........((((((.....((((...)))))).........((.....))...(((((.......)))))......)))).,0.23809523809523808,0.23809523809523808,0.23809523809523808,148.00797932600108
PDB,401,bpRNA_PDB_401,23,(((((.............))))),0.5555555555555556,1.0,0.7142857142857143,0.03892611800256418
SPR,120,tdbR00000277,77,(((((((..((((.........))))..(((.........)))......(((((.......))))))))))))....,0.9047619047619048,1.0,0.9500000000000001,53.69022337299975
SPR,204,tdbR00000498,75,.(((.....((((...))).)))).((((....))))...........((((.......))))..((.....)).,0.38095238095238093,0.47058823529411764,0.42105263157894735,62.040143947000615
PDB,372,bpRNA_PDB_372,22,(((((((((....))))))))),1.0,1.0,1.0,0.03557088600064162
SPR,16,tdbR00000586,77,(((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,126.00764901299408
PDB,450,bpRNA_PDB_450,16,..((.((....)).)),0,0.0,0,0.03743250999832526
SPR,139,tdbR00000327,76,(((((((..(((..........))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,66.14137267700426
PDB,591,bpRNA_PDB_591,54,(((((...((((.......((((.(((....)))).....))))..)))))))),0.7272727272727273,1.0,0.8421052631578948,5.782746885000961
SPR,341,tdbR00000061,75,((((((....................(((((.......)))))....(((((.......))))).))))))....,0.7619047619047619,1.0,0.8648648648648648,67.58188145099848
SPR,404,tdbR00000082,76,((((.....((((........)))).(((((.......))))).....(((((.......)))))...))))....,0.9,1.0,0.9473684210526316,78.08798609699443
SPR,298,tdbR00000087,76,((((.....((((........)))).(((((.......))))).....(((((.......)))))...))))....,0.9,1.0,0.9473684210526316,81.29749307300517
PDB,83,bpRNA_PDB_83,17,.(((...((...))))),0.42857142857142855,0.6,0.5,0.03979647799860686
PDB,69,bpRNA_PDB_69,13,.............,0.0,0,0,0.0343701730016619
SPR,514,tdbR00000250,85,.........(((...........))).(((((.......))))).............(((((.......)))))...........,0.6190476190476191,1.0,0.7647058823529412,147.70701205700607
SPR,349,tdbR00000101,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,58.45101129599789
SPR,256,tdbR00000063,77,(((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,87.18379046399787
PDB,181,bpRNA_PDB_181,34,.....(((((.....)))))..............,0.0,0.0,0,0.12940103399887448
SPR,493,tdbR00000371,75,....((((.((......)).))))......(((((....)))))...(((((.......)))))...........,0.3333333333333333,0.4117647058823529,0.36842105263157887,29.615301403995545
PDB,426,bpRNA_PDB_426,20,(((((((......))))))),1.0,1.0,1.0,0.04297204100294039
SPR,393,tdbR00000452,76,(((((((.(((((........)))))(((((.......))))).....(((((.......))))))))))))....,1.0,0.9130434782608695,0.9545454545454545,79.31982700500521
PDB,255,bpRNA_PDB_255,67,(((((((.....(((((.......)))))..........(((.............)))..))))))),0.5555555555555556,1.0,0.7142857142857143,14.920286895001482
SPR,293,tdbR00000028,77,(((..............(((......))).)))......(((((..(((.((((....)))))))......))))).,0.47619047619047616,0.4166666666666667,0.4444444444444445,78.61860370399518
PDB,552,bpRNA_PDB_552,52,((((...((((((.((((.....))))......))))....)))))).....,0.3333333333333333,0.8571428571428571,0.48,1.0802762849998544
SPR,235,tdbR00000023,76,(((((..........((((.......((((((.......))))))...(((((.......)))))..))))))))),0.7619047619047619,0.6666666666666666,0.7111111111111111,119.47091970600013
SPR,97,tdbR00000493,70,(((((((..(((.......)))......................(((((.....))))))))))))....,0.75,1.0,0.8571428571428571,46.88043643999845
SPR,57,tdbR00000436,76,(((((....((((........)))).(((((.......)))))............((((....)))))))))....,0.6666666666666666,0.7777777777777778,0.717948717948718,49.35557438500109
PDB,18,bpRNA_PDB_18,20,((((((((....)))))))),1.0,1.0,1.0,0.036389079003129154
PDB,352,bpRNA_PDB_352,24,((((..(((((....))))))))),0.9,1.0,0.9473684210526316,0.03975923899997724
PDB,5,bpRNA_PDB_5,12,............,0.0,0,0,0.03441951499553397
SPR,623,tdbR00000161,75,((((.....((((.......)))).(((((.......)))))......((((.......))))....))))....,0.8095238095238095,1.0,0.8947368421052632,63.98007153299841
PDB,7,bpRNA_PDB_7,30,(((((((................))))))),0.6363636363636364,1.0,0.7777777777777778,0.07506495599955088
SPR,611,tdbR00000131,74,(((((((.......((((.......(((((...)))))))))....(((((.......))))))))))))....,0.85,0.68,0.7555555555555556,32.8023430989997
SPR,457,tdbR00000252,85,(((((......((((((........))))))((((......))))............(((((.......)))))..)))))....,0.47619047619047616,0.5555555555555556,0.5128205128205129,129.45742521899956
PDB,342,bpRNA_PDB_342,17,((......)).......,0.0,0.0,0,0.037714436002715956
PDB,45,bpRNA_PDB_45,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.04307024100126
PDB,133,bpRNA_PDB_133,29,((((.((..(((....)))))....)))),0.5833333333333334,0.7777777777777778,0.6666666666666666,0.08614552200015169
SPR,123,tdbR00000033,73,.........((((......)))).(((((.......)))))...((((((.......))))))..........,0.6666666666666666,0.9333333333333333,0.7777777777777778,190.34923926199554
SPR,19,tdbR00000584,78,(((((((.......(((...........(((((....)))))))).....(((((.......))))))))))))....,0.8095238095238095,0.7391304347826086,0.7727272727272727,170.27996644600353
SPR,309,tdbR00000204,76,.(((((((.((((........)))).(((((((...)))))))))).((((((.......)))))).....)))).,0.7142857142857143,0.5555555555555556,0.6250000000000001,47.37037312100438
SPR,262,tdbR00000382,88,(((((((..((((..........)))).(((((((...)))))))(((((....))))).(((((.......))))))))))))....,0.9545454545454546,0.6176470588235294,0.75,141.14314910100074
SPR,515,tdbR00000193,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.6666666666666666,1.0,0.8,32.7992117419999
SPR,270,tdbR00000017,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.6666666666666666,1.0,0.8,58.21605642599752
PDB,346,bpRNA_PDB_346,27,((((((...............)))))),0.6,1.0,0.7499999999999999,0.05560608000087086
SPR,605,tdbR00000066,76,(((((((..((((........)))).(((((.......)))))......((((.......)))).)))))))....,0.9523809523809523,1.0,0.975609756097561,56.30029423799715
PDB,562,bpRNA_PDB_562,67,((((((......(((((.......)))))..........(((...)))...))))))..........,0.25,1.0,0.4,19.439521893000347
PDB,530,bpRNA_PDB_530,13,.((((....)))),0,0.0,0,0.035231062000093516
SPR,128,tdbR00000201,76,(((((((..((((........)))).(((((.......)))))....((((((.......))))))..))))))).,0.9047619047619048,0.8260869565217391,0.8636363636363636,54.009804045002966
PDB,41,bpRNA_PDB_41,13,.............,0.0,0,0,0.03427187100169249
SPR,60,tdbR00000544,85,(((((((((((......))))......(((((.......)))))..((....))...(((((.......))))))))))))....,0.8095238095238095,0.6296296296296297,0.7083333333333334,271.17276140900503
SPR,311,tdbR00000205,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.65,0.8666666666666667,0.7428571428571429,38.04350307999994
SPR,75,tdbR00000376,76,..(((((((((((((((.......)))))...................(((((.......)))))))))).))))),0.5238095238095238,0.5,0.5116279069767442,39.9793108859958
SPR,572,tdbR00000320,77,(((((((.(((((.........)))))....(((((....))))).......(((...........)))))))))).,0.5,0.55,0.5238095238095238,41.009263362997444
SPR,152,tdbR00000009,76,................((((((....(((((.......)))))......((((.......))))...))))))...,0.45,0.6,0.5142857142857143,131.29619485500007
SPR,328,tdbR00000326,75,(((((((.................((((((.......))))))....(((((.......))))))))))))....,0.8571428571428571,1.0,0.923076923076923,56.23715124299633
SPR,223,tdbR00000448,78,(((((((.......((((.....))))(((((((........))))))).(((((.......))))))))))))....,0.75,0.5769230769230769,0.6521739130434783,112.73341183199955
SPR,208,tdbR00000457,76,(((((((..((((..(((...)))).(((((....))))))))......((((.......)))).)))))))....,0.9523809523809523,0.7692307692307693,0.8510638297872339,66.34158462900086
PDB,63,bpRNA_PDB_63,27,.......((((....))))........,0.36363636363636365,1.0,0.5333333333333333,0.06651869100460317
PDB,80,bpRNA_PDB_80,22,((((..............)))),0.5714285714285714,1.0,0.7272727272727273,0.03755009499582229
PDB,224,bpRNA_PDB_224,27,((((((((.((.....)).)))))))),0.8333333333333334,1.0,0.9090909090909091,0.0553834420061321
SPR,134,tdbR00000564,76,(((((((..((((........))))..((((.......)))).......................)))))))....,0.7142857142857143,1.0,0.8333333333333333,51.629313940997235
SPR,47,tdbR00000507,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,87.73145592799847
PDB,77,bpRNA_PDB_77,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.52,0.8666666666666667,0.65,58.462412264001614
PDB,303,bpRNA_PDB_303,48,(((((..((((((((((((........))))))).)))))...))))),0.8421052631578947,0.9411764705882353,0.8888888888888888,4.4803877489976
PDB,186,bpRNA_PDB_186,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.5185185185185185,1.0,0.6829268292682926,58.72115199700056
SPR,59,tdbR00000543,85,(((((((((((......))))......(((((.......)))))..((....))...(((((.......))))))))))))....,0.8095238095238095,0.6296296296296297,0.7083333333333334,270.85533315100474
SPR,399,tdbR00000011,75,.........(((..........)))((((((.......))))))...(((((.......)))))...........,0.6363636363636364,1.0,0.7777777777777778,36.309024114998465
PDB,521,bpRNA_PDB_521,27,..((((...............))))..,0.4444444444444444,1.0,0.6153846153846153,0.04918002599879401
PDB,626,bpRNA_PDB_626,65,((((((.....(((((.......)))))..........(((.............)))..)))))),0.5652173913043478,0.8666666666666667,0.6842105263157895,14.64990114599641
PDB,23,bpRNA_PDB_23,17,.................,0.0,0,0,0.03327170199918328
SPR,2,tdbR00000030,71,........................(((((.......)))))..............................,0.23809523809523808,1.0,0.3846153846153846,139.4346462379981
SPR,127,tdbR00000202,76,(((((....((((........)))).(((((.......))))).....(((((.......)))))..)))))....,0.9047619047619048,1.0,0.9500000000000001,41.90577862000646
PDB,489,bpRNA_PDB_489,67,(((((((.....(((((.......)))))..........(((.............)))..))))))),0.5185185185185185,0.9333333333333333,0.6666666666666667,21.623929205998138
SPR,275,tdbR00000169,72,(((((((..(((......))).(((((.......)))))......................)))))))....,0.7894736842105263,1.0,0.8823529411764706,107.16796248500032
PDB,72,bpRNA_PDB_72,19,(((((((.....))))))),0.875,1.0,0.9333333333333333,0.030515833001118153
SPR,402,tdbR00000235,85,((((((....................(((((.......)))))..............(((((.......))))).))))))....,0.8,1.0,0.888888888888889,132.1104366590007
PDB,424,bpRNA_PDB_424,27,(((((......)))))...........,0.625,1.0,0.7692307692307693,0.053961743993568234
SPR,113,tdbR00000610,77,.........((((.........)))).((((((.....)))))).....(((((.......)))))...........,0.6666666666666666,0.875,0.7567567567567567,48.15812361999997
SPR,537,tdbR00000555,78,.........(((............))).(((((.......))))).....(((((.......)))))..((....)).,0.65,0.8666666666666667,0.7428571428571429,67.99680611700023
PDB,93,bpRNA_PDB_93,22,..(((....))).((....)).,0.625,1.0,0.7692307692307693,0.03624695399776101
SPR,197,tdbR00000456,76,(((((((..((((........)))).(((((.......)))))((((((......))).)))...)))))))....,0.7619047619047619,0.64,0.6956521739130435,81.26070109200373
PDB,92,bpRNA_PDB_92,13,.............,0.0,0,0,0.02538621699932264
SPR,192,tdbR00000484,76,(((((((...................(((((((((...)))))......))))............)))))))....,0.5714285714285714,0.75,0.6486486486486486,74.76106025199988
PDB,68,bpRNA_PDB_68,13,.............,0.0,0,0,0.02542481700220378
PDB,172,bpRNA_PDB_172,23,.((((..((.......)).)))),0.4444444444444444,1.0,0.6153846153846153,0.04156265300116502
PDB,2,bpRNA_PDB_2,41,..((...)).....(((((...))))).((........)).,0.29411764705882354,0.625,0.4,0.3321667369964416
PDB,88,bpRNA_PDB_88,16,....((....))....,0.3333333333333333,1.0,0.5,0.028084659003070556
PDB,154,bpRNA_PDB_154,25,....((((((......))))))...,0.8571428571428571,1.0,0.923076923076923,0.04542538500390947
SPR,592,tdbR00000337,75,..................(((((((((((....))))..(((.......))).......))))))).........,0.0,0.0,0,74.63899523799773
SPR,450,tdbR00000322,78,..(((((..((((..........)))).(((((.......))))).......(((.......)))..)))))......,0.8095238095238095,1.0,0.8947368421052632,59.2924102889956
PDB,478,bpRNA_PDB_478,112,......((((....(((.......))).....((((......)))).................(((((.......))))).))))(((......)))...............,0.35714285714285715,0.9375,0.5172413793103449,892.6753392399987
PDB,340,bpRNA_PDB_340,17,.(((...))).......,0.0,0.0,0,0.07645337199937785
SPR,474,tdbR00000422,85,(((((((..(((..........))).(((((.......))))).((((...))))...((((.......)))).)))))))....,0.9047619047619048,0.7037037037037037,0.7916666666666667,155.84158729999763
PDB,484,bpRNA_PDB_484,67,((((((......(((((.......)))))..........(((...)))...))))))..........,0.25,1.0,0.4,19.834138964994054
PDB,611,bpRNA_PDB_611,101,((((...............))))((((((..............))))))...(((....)))...(((((......................)))))....,0.28125,0.42857142857142855,0.3396226415094339,678.8833941799967
SPR,446,tdbR00000233,83,(((((((................(((..((((((.........)))..)))))).(((((.......))))))))))))....,0.5714285714285714,0.5714285714285714,0.5714285714285714,105.87293855600001
PDB,649,bpRNA_PDB_649,31,(((((.........)))))............,0.3333333333333333,0.8,0.47058823529411764,0.08918817800440593
SPR,303,tdbR00000572,73,(((((....((((........))))............(((....)))((((((.......)))))).))))).,0.7,0.7368421052631579,0.717948717948718,25.542980578000424
SPR,56,tdbR00000389,92,(((......)))...........(((((((((((...)))))))..(((((....))))....((((((.......))))))....))))).,0.7142857142857143,0.46875,0.5660377358490566,333.90544160600257
PDB,211,bpRNA_PDB_211,16,((((.......)))).,0.5714285714285714,1.0,0.7272727272727273,0.04059577499720035
PDB,222,bpRNA_PDB_222,31,(((((((.................))))))),0.5454545454545454,0.75,0.631578947368421,0.13729292000061832
PDB,189,bpRNA_PDB_189,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.5185185185185185,1.0,0.6829268292682926,58.73346141400543
PDB,619,bpRNA_PDB_619,64,((((((.....(((.....(((((....)))))......))))))..)))((((....))))..,0.4782608695652174,0.6111111111111112,0.5365853658536586,37.171891826998035
SPR,423,tdbR00000039,76,(((((((..........((((......((((...)))))))).......(((........)))..)))))))....,0.6190476190476191,0.6190476190476191,0.6190476190476191,85.75739521499781
SPR,300,tdbR00000573,72,(((((((..................((((((.......))))))...(((((.......)))))))))))).,0.85,0.8947368421052632,0.8717948717948718,35.97691197300446
SPR,88,tdbR00000246,78,(((((((.(((...))).................................((((.........)))))))))))....,0.5238095238095238,0.7333333333333333,0.611111111111111,77.00875517800159
PDB,246,bpRNA_PDB_246,17,.(((...((...))))),1.0,0.125,0.2222222222222222,0.03412338400084991
SPR,339,tdbR00000307,75,(((((((........(((......((((((.......))))))....(((((.......))))))))))))))).,0.8571428571428571,0.75,0.7999999999999999,83.37300333700114
PDB,519,bpRNA_PDB_519,33,(((((..........))))).............,0.45454545454545453,1.0,0.625,0.07264682800450828
PDB,441,bpRNA_PDB_441,39,(((((((.((....)).((....))...)))))))....,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.3186584039940499
SPR,460,tdbR00000467,77,...........................(((((.......))))).....(((((((((...))))))))).......,0.5,0.7142857142857143,0.588235294117647,65.5363585390005
PDB,425,bpRNA_PDB_425,27,(((((......)))))...........,0.625,1.0,0.7692307692307693,0.05455919399537379
PDB,94,bpRNA_PDB_94,14,..............,0.0,0,0,0.023781015996064525
PDB,429,bpRNA_PDB_429,34,((((((((...(((((....))))).)))))))),0.9285714285714286,1.0,0.962962962962963,0.06613980000111042
SPR,325,tdbR00000608,85,(((((....(((...........))).(((((.......))))).............(((((.......)))))..)))))....,0.9,1.0,0.9473684210526316,111.13240536500234
PDB,165,bpRNA_PDB_165,30,........((((......))))........,0.2857142857142857,1.0,0.4444444444444445,0.060536711003805976
SPR,382,tdbR00000480,76,(((((((..((((........)))).(((((.......)))))......................)))))))....,0.7619047619047619,1.0,0.8648648648648648,59.109443717999966
PDB,100,bpRNA_PDB_100,19,..((((......))))...,0,0.0,0,0.029127298003004398
SPR,165,tdbR00000046,76,(((((((.........(((.......((((((.......))))))...(((((.......))))))))))))))).,0.8181818181818182,0.75,0.7826086956521738,104.20005016900541
SPR,426,tdbR00000198,76,(((((((..((((........)))).(((((.......)))))....((((((.......))))))..))))))).,0.9047619047619048,0.8260869565217391,0.8636363636363636,69.9989894140017
PDB,134,bpRNA_PDB_134,24,((((((............)))))),0.6,1.0,0.7499999999999999,0.0354342339996947
SPR,240,tdbR00000106,74,(((((((..((((.......)))).(((((((...)))))))....(((((.......))))))))))))....,1.0,0.84,0.9130434782608696,67.87475682600052
PDB,397,bpRNA_PDB_397,42,...............((((....))))...............,0.2857142857142857,1.0,0.4444444444444445,0.6172961129996111
SPR,594,tdbR00000339,75,........((((..........))))(((((.......)))))....(((((.......)))))...........,0.6190476190476191,0.8666666666666667,0.7222222222222222,74.81643749100476
SPR,329,tdbR00000414,86,((((((((((((((((.....((((.....)))))((((((....))))))))))...(((((.......)))))))))))))))),0.6190476190476191,0.3170731707317073,0.4193548387096774,133.7165076589954
SPR,78,tdbR00000367,72,(((((...................(((((.......)))))..(((((((......))))))))))))....,0.75,0.8333333333333334,0.7894736842105262,123.8273541449962
SPR,348,tdbR00000344,75,(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.8095238095238095,1.0,0.8947368421052632,49.919712581002386
PDB,620,bpRNA_PDB_620,64,((((((.....(((.....(((((....)))))......))))))..)))((((....))))..,0.4782608695652174,0.6111111111111112,0.5365853658536586,37.335315906995675
SPR,526,tdbR00000395,86,.........(((........)))....................(((((...))))).((((((.......))))))..........,0.38095238095238093,0.42105263157894735,0.4,373.1832786829982
SPR,381,tdbR00000434,76,(((((((..((((........)))).(((((.......)))))......((((.......)))).)))))))....,0.9523809523809523,1.0,0.975609756097561,57.92714144500496
SPR,314,tdbR00000563,76,(((((((..((((........))))..((((.......)))).......................)))))))....,0.7142857142857143,1.0,0.8333333333333333,62.3450941800038
PDB,97,bpRNA_PDB_97,22,((((.((((....)))).)))),0.8,1.0,0.888888888888889,0.029249233004520647
PDB,357,bpRNA_PDB_357,34,((.((((((((((......)))))..))))).)),0.7333333333333333,0.9166666666666666,0.8148148148148148,0.1167851360005443
SPR,194,tdbR00000546,85,(((((((.((((...........))))(((((.......))))).(((...)))...(((((.......))))))))))))....,1.0,0.7142857142857143,0.8333333333333333,234.49391406700306
SPR,13,tdbR00000583,78,(((((((..((((((((((((....))))..)))..))))).........(((((.......))))))))))))....,0.65,0.4642857142857143,0.5416666666666667,202.7193884570006
SPR,310,tdbR00000203,76,.((((....((((((((....))))....))))........))))...(((((.......)))))...........,0.47368421052631576,0.47368421052631576,0.47368421052631576,50.20251869499771
SPR,108,tdbR00000410,85,..(((((..(((..........))).(((((.......))))).((((...))))...((((.......)))).)))))......,0.8095238095238095,0.68,0.7391304347826089,147.6527135829965
SPR,18,tdbR00000579,78,(((((((.....................((((((.....)))))).....(((((.......))))))))))))....,0.8095238095238095,0.8947368421052632,0.8500000000000001,188.80015530299715
PDB,96,bpRNA_PDB_96,23,((((((...........)))))),0.6,1.0,0.7499999999999999,0.06109846400067909
SPR,323,tdbR00000606,85,.........(((...........))).(((((.......))))).............(((((.......)))))...........,0.65,1.0,0.787878787878788,117.52616636399762
PDB,184,bpRNA_PDB_184,22,..((.((((....))))))...,0.5,1.0,0.6666666666666666,0.037560624004981946
SPR,241,tdbR00000107,74,(((((((.......(((....)))((((((.......))))))...(((((.......))))))))))))....,0.8571428571428571,0.8571428571428571,0.8571428571428571,65.46703421300481
SPR,258,tdbR00000311,76,(((((((....................(((((.......)))))....(((((.......))))))))))))....,0.85,1.0,0.9189189189189189,89.72899937500188
SPR,143,tdbR00000309,77,.........((((.........)))).((((((.....)))))).(((((((((.......)))))......)))).,0.6666666666666666,0.6086956521739131,0.6363636363636365,39.85859564500424
PDB,175,bpRNA_PDB_175,29,((((((.................)))))),0.5,1.0,0.6666666666666666,0.05975382699398324
PDB,428,bpRNA_PDB_428,22,(((((...........))))).,0.5555555555555556,1.0,0.7142857142857143,0.033409547999326605
SPR,581,tdbR00000113,74,(((((((..((((.......)))).(((((((...))))))).....((((.......)))).)))))))....,0.9523809523809523,0.8333333333333334,0.888888888888889,30.383877979998942
SPR,531,tdbR00000397,90,(((((......................(((((.......)))))...........((((...(((((.......)))))..))))))))),0.7142857142857143,0.6521739130434783,0.6818181818181819,260.88318564200017
SPR,551,tdbR00000524,75,(((((((...(((.......)))..(((((.......))))).....(((((.......))))))))))))....,0.9523809523809523,1.0,0.975609756097561,65.65501969100296
PDB,485,bpRNA_PDB_485,33,(((((..........))))).............,0.5,1.0,0.6666666666666666,0.07086326699936762
PDB,187,bpRNA_PDB_187,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.5185185185185185,1.0,0.6829268292682926,58.72567090999655
SPR,158,tdbR00000358,77,(((((((..((((.........)))).(((((.......))))).(((.(((((.......))))))))))))))).,1.0,0.7777777777777778,0.8750000000000001,83.96159248999902
SPR,486,tdbR00000492,70,.(((((((..(((.......)))......................((((......)))))))))))....,0.7,1.0,0.8235294117647058,36.64692521199322
PDB,185,bpRNA_PDB_185,23,((((...............)))),0.5,1.0,0.6666666666666666,0.03073528700042516
PDB,576,bpRNA_PDB_576,89,((((.....(((((((..........(((((((...(((((...))))))).....(((....)))...)))))))..))))).)))).,0.6486486486486487,1.0,0.7868852459016393,153.2649487699964
SPR,394,tdbR00000617,76,(((((((.......((......))...(((((.......)))))....(((((.......))))))))))))....,0.8095238095238095,0.8947368421052632,0.8500000000000001,114.95842538299621
SPR,30,tdbR00000398,54,.................................(((....)))...........,0.2,1.0,0.33333333333333337,5.064427357996465
PDB,228,bpRNA_PDB_228,101,....(((((.(((((..(((((((......)))))))...)))))....((((((.....)))))...(((....)))....(((...)))))).)))...,0.65,0.9285714285714286,0.7647058823529412,1011.5038775119974
PDB,598,bpRNA_PDB_598,68,((......((((((((.....))..))))))))...................(((((.....))))).,0.20833333333333334,0.38461538461538464,0.2702702702702703,24.866829904996848
SPR,117,tdbR00000360,77,(((.....(((((.........)))))........((((((...........))))))...))).............,0.18181818181818182,0.3076923076923077,0.2285714285714286,72.86195494400454
SPR,591,tdbR00000549,83,(((((((..(((..........)))...................((....))....((((.......)))).)))))))....,0.6666666666666666,0.7777777777777778,0.717948717948718,100.37630614000227
PDB,103,bpRNA_PDB_103,24,....((((((....))))))....,0.8571428571428571,1.0,0.923076923076923,0.08752852399629774
PDB,669,bpRNA_PDB_669,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.5185185185185185,1.0,0.6829268292682926,58.62376197100093
PDB,393,bpRNA_PDB_393,62,(((((......(((..(((((....))).....((((....))))....)))))..))))).,0.5217391304347826,0.7058823529411765,0.6,14.06061707399931
SPR,89,tdbR00000247,74,.........(((((......))))).(((((.......)))))....((((.......))))............,0.65,0.8666666666666667,0.7428571428571429,97.008851777995
PDB,395,bpRNA_PDB_395,53,(((((((...(((.......(((((.....))))).....)))...))))))),0.6086956521739131,0.9333333333333333,0.7368421052631579,1.374502570994082
SPR,544,tdbR00000121,75,(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.85,1.0,0.9189189189189189,59.175751770002535
